id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_with_voting_license,valid_votes,invalid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_grüne,party_cdu,party_spd,party_die_linke,party_afd,party_die_partei,party_fdp,party_tierschutzpartei,party_mera25,party_volt,party_piraten,party_familie,party_ödp,party_freie_wähler,party_tierschutz_hier,party_big,party_verjüngungsforschung,party_pdh,party_heimat,party_dkp,party_menschliche_welt,party_bündnis_c,party_mlpd,party_sgp,party_abg,party_die_basis,party_bündnis_deutschand,party_bsw,party_dawa,party_klimaliste,party_letzte_generation,party_pdv,party_pdf,party_v_partei3,party_grüne_percentage,party_cdu_percentage,party_spd_percentage,party_die_linke_percentage,party_afd_percentage,party_die_partei_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_mera25_percentage,party_volt_percentage,party_piraten_percentage,party_familie_percentage,party_ödp_percentage,party_freie_wähler_percentage,party_tierschutz_hier_percentage,party_big_percentage,party_verjüngungsforschung_percentage,party_pdh_percentage,party_heimat_percentage,party_dkp_percentage,party_menschliche_welt_percentage,party_bündnis_c_percentage,party_mlpd_percentage,party_sgp_percentage,party_abg_percentage,party_die_basis_percentage,party_bündnis_deutschand_percentage,party_bsw_percentage,party_dawa_percentage,party_klimaliste_percentage,party_letzte_generation_percentage,party_pdv_percentage,party_pdf_percentage,party_v_partei3_percentage
0,2495665,1758357,737308,0,1553432,683088,1545129,8303,62.24521319968825,0.5344939463072732,99.46550605369274,302225,271716,204568,112825,179303,51804,67107,32035,21631,74273,8039,7335,5820,7897,8209,1951,1028,3686,1138,1427,2222,1209,690,446,808,2894,5232,134113,9095,2653,10005,1056,8491,2198,19.55985552015398,17.58532782699697,13.23954181171928,7.301979316937292,11.60440325694489,3.3527297720772826,4.343132515149221,2.073289673548293,1.3999478360706452,4.806912561993205,0.5202801837257601,0.47471764493450064,0.3766675792118328,0.511090012549114,0.531282501331604,0.12626777440589101,0.06653166175769143,0.2385561335008274,0.07365080844382572,0.09235474837376038,0.1438067630599128,0.07824589403214878,0.04465646557666059,0.028864903836508148,0.05229336838542284,0.18729827736066051,0.33861250419867855,8.679728359250264,0.5886239919126494,0.17170087416649354,0.6475187508615785,0.06834380818688925,0.5495334046542393,0.14225349469202894
