id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_cdu,party_die_linke,party_spd,party_grüne,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_die_grauen,party_freie_wähler,party_verjüngungsforschung,party_ödp,party_du,party_v_partei3,party_dkp,party_mlpd,party_büso,party_sgp,party_wir_bürger,party_heimat,party_die_humanisten,party_team_todenhöfer,party_volt,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_cdu_percentage,party_die_linke_percentage,party_spd_percentage,party_grüne_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_die_grauen_percentage,party_freie_wähler_percentage,party_verjüngungsforschung_percentage,party_ödp_percentage,party_du_percentage,party_v_partei3_percentage,party_dkp_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_wir_bürger_percentage,party_heimat_percentage,party_die_humanisten_percentage,party_team_todenhöfer_percentage,party_volt_percentage
0,2460618,1568711,891907,0,1709738,815794,1682945,26793,289140,194010,374413,370735,159025,136998,27199,43598,6580,17304,14953,4297,2613,2512,1178,2187,750,665,428,1401,1766,3235,17487,10471,69.48408895651419,1.5670822079172364,98.43291779208276,17.180597108045717,11.528005965732689,22.247488777113926,22.028943310684543,9.449209570128554,8.140372977132348,1.6161550139784722,2.5905778263698456,0.3909812857817695,1.0281975940984405,0.8885020009566563,0.2553262287240522,0.15526354099510087,0.14926215651729557,0.06999634569162985,0.1299507708213875,0.044564736221326305,0.039514066116242655,0.025431609470303543,0.08324692726143754,0.10493509888914967,0.19222256223465414,1.039071389736444,0.6221831372980103
