id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_cdu,party_die_linke,party_spd,party_grüne,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_die_grauen,party_freie_wähler,party_verjüngungsforschung,party_ödp,party_du,party_v_partei3,party_dkp,party_mlpd,party_büso,party_sgp,party_wir_bürger,party_heimat,party_die_humanisten,party_team_todenhöfer,party_volt,party_die_basis,party_b,others,party_bündnis_21,other_applicant_1,other_applicant_2,other_applicant_3,other_applicant_menschliche_welt,other_applicant_4,other_applicant_5,other_applicant_6,other_applicant_7,other_applicant_8,other_applicant_9,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_cdu_percentage,party_die_linke_percentage,party_spd_percentage,party_grüne_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_die_grauen_percentage,party_freie_wähler_percentage,party_verjüngungsforschung_percentage,party_ödp_percentage,party_du_percentage,party_v_partei3_percentage,party_dkp_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_wir_bürger_percentage,party_heimat_percentage,party_die_humanisten_percentage,party_team_todenhöfer_percentage,party_volt_percentage,party_die_basis_percentage,party_b_percentage,others_percentage,party_bündnis_21_percentage,other_applicant_1_percentage,other_applicant_2_percentage,other_applicant_3_percentage,other_applicant_menschliche_welt_percentage,other_applicant_4_percentage,other_applicant_5_percentage,other_applicant_6_percentage,other_applicant_7_percentage,other_applicant_8_percentage,other_applicant_9_percentage
0,2460618,1568711,891907,0,1709738,815794,1682119,27619,339234,238776,366569,346880,151449,106292,35579,47131,4531,1962,12134,805,2965,370,0,0,1122,0,0,1726,0,1097,2326,2044,16770,192,251,200,122,62,168,301,181,276,201,56,162,185,69.48408895651419,1.6153937035966914,98.3846062964033,20.167063091255734,14.194952913557247,21.79209675415354,20.621608816023123,9.00346527207647,6.318934629476273,2.1151297857048164,2.8018826254266194,0.26936263130016364,0.11663859691258467,0.7213520565429675,0.04785630505332857,0.17626576954424747,0.021996065676685182,0.0,0.0,0.06670158294389399,0.0,0.0,0.1026086739404287,0.0,0.0652153622900639,0.13827796963235062,0.12151340065714733,0.9969568145892175,0.011414174621415012,0.014921655364454002,0.011889765230640639,0.00725275679069079,0.0036858272214985977,0.009987402793738135,0.01789409667211416,0.010760237533729778,0.01640787601828408,0.011949214056793842,0.003329134264579379,0.009630709836818917,0.010998032838342591
