id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_cdu,party_die_linke,party_spd,party_grüne,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_die_grauen,party_freie_wähler,party_verjüngungsforschung,party_ödp,party_du,party_v_partei3,party_dkp,party_mlpd,party_büso,party_sgp,party_wir_bürger,party_heimat,party_die_humanisten,party_team_todenhöfer,party_volt,party_die_basis,party_b,others,party_bündnis_21,other_applicant_1,other_applicant_2,other_applicant_3,other_applicant_menschliche_welt,other_applicant_4,other_applicant_5,other_applicant_6,other_applicant_7,other_applicant_8,other_applicant_9,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_cdu_percentage,party_die_linke_percentage,party_spd_percentage,party_grüne_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_die_grauen_percentage,party_freie_wähler_percentage,party_verjüngungsforschung_percentage,party_ödp_percentage,party_du_percentage,party_v_partei3_percentage,party_dkp_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_wir_bürger_percentage,party_heimat_percentage,party_die_humanisten_percentage,party_team_todenhöfer_percentage,party_volt_percentage,party_die_basis_percentage,party_b_percentage,others_percentage,party_bündnis_21_percentage,other_applicant_1_percentage,other_applicant_2_percentage,other_applicant_3_percentage,other_applicant_menschliche_welt_percentage,other_applicant_4_percentage,other_applicant_5_percentage,other_applicant_6_percentage,other_applicant_7_percentage,other_applicant_8_percentage,other_applicant_9_percentage
01110,01,110,1247,867,380,0,445,7,445,0,67,48,74,199,26,13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.68564554931836,0.0,100.0,15.056179775280897,10.786516853932584,16.629213483146067,44.71910112359551,5.842696629213483,2.9213483146067416,1.7977528089887642,1.5730337078651686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44943820224719105,0.22471910112359553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01111,01,111,1041,521,520,0,427,16,425,2,57,49,91,162,12,31,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41.01825168107589,0.468384074941452,99.53161592505855,13.411764705882353,11.529411764705882,21.41176470588235,38.11764705882353,2.823529411764706,7.294117647058823,2.1176470588235294,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,1.8823529411764703,0.4705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01112,01,112,1175,836,339,0,373,10,368,5,44,51,57,150,26,9,11,7,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31.744680851063826,1.3404825737265416,98.65951742627345,11.956521739130435,13.858695652173914,15.489130434782608,40.76086956521739,7.065217391304348,2.4456521739130435,2.989130434782609,1.9021739130434785,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5434782608695652,0.0,0.0,0.0,0.0,0.2717391304347826,0.0,1.0869565217391304,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01113,01,113,1471,1068,403,0,509,12,507,2,64,53,86,224,38,12,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34.60231135282121,0.3929273084479371,99.60707269155206,12.6232741617357,10.453648915187378,16.962524654832347,44.18145956607495,7.495069033530571,2.366863905325444,2.1696252465483234,0.9861932938856016,0.39447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19723865877712032,0.0,0.9861932938856016,1.183431952662722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01114,01,114,1475,810,665,0,639,23,633,6,59,93,110,248,19,38,21,4,3,0,0,0,1,0,0,0,0,0,0,1,0,2,0,10,22,0,0,0,0,0,0,0,0,0,0,0,2,0,43.32203389830509,0.9389671361502347,99.06103286384976,9.320695102685624,14.691943127962084,17.377567140600316,39.178515007898895,3.0015797788309637,6.003159557661927,3.3175355450236967,0.631911532385466,0.47393364928909953,0.0,0.0,0.0,0.1579778830963665,0.0,0.0,0.0,0.0,0.0,0.0,0.1579778830963665,0.0,0.315955766192733,0.0,1.579778830963665,3.4755134281200633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315955766192733,0.0
01115,01,115,850,522,328,0,382,7,376,6,50,52,83,87,32,35,16,6,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44.94117647058823,1.5706806282722512,98.42931937172776,13.297872340425531,13.829787234042554,22.074468085106382,23.138297872340424,8.51063829787234,9.308510638297872,4.25531914893617,1.5957446808510638,0.5319148936170213,0.0,0.0,0.0,0.26595744680851063,0.0,0.0,0.0,0.26595744680851063,0.0,0.0,0.0,0.0,0.26595744680851063,0.0,0.5319148936170213,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01116,01,116,706,374,332,0,291,18,288,3,38,34,55,96,19,24,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,41.21813031161473,1.0309278350515463,98.96907216494846,13.194444444444445,11.805555555555555,19.09722222222222,33.33333333333333,6.597222222222222,8.333333333333332,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.0,0.0,0.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222,0.0,0.0
01117,01,117,1294,903,391,0,394,10,394,0,39,47,74,189,15,13,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44822256568779,0.0,100.0,9.898477157360407,11.928934010152284,18.781725888324875,47.96954314720812,3.807106598984772,3.2994923857868024,2.030456852791878,0.7614213197969544,0.0,0.0,0.0,0.0,0.25380710659898476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614213197969544,0.0,0.5076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01118,01,118,1327,734,593,0,605,25,603,2,60,83,98,253,17,53,10,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,16,3,0,0,0,0,0,0,0,0,0,0,0,1,0,45.591559909570464,0.3305785123966942,99.6694214876033,9.950248756218906,13.764510779436154,16.25207296849088,41.956882255389715,2.8192371475953566,8.7893864013267,1.658374792703151,0.8291873963515755,0.16583747927031509,0.0,0.0,0.0,0.16583747927031509,0.0,0.0,0.0,0.16583747927031509,0.0,0.0,0.0,0.0,0.16583747927031509,0.0,2.6533996683250414,0.4975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16583747927031509,0.0
01119,01,119,932,491,441,0,415,15,409,6,51,52,64,161,15,29,5,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44.527896995708154,1.4457831325301205,98.55421686746988,12.469437652811736,12.71393643031785,15.647921760391197,39.36430317848411,3.6674816625916873,7.090464547677261,1.2224938875305624,1.9559902200488997,0.4889975550122249,0.0,0.0,0.0,0.24449877750611246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689486552567237,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01120,01,120,1057,570,487,0,450,12,444,6,36,69,72,168,29,35,10,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57332071901608,1.3333333333333335,98.66666666666667,8.108108108108109,15.54054054054054,16.216216216216218,37.83783783783784,6.531531531531531,7.882882882882883,2.2522522522522523,0.45045045045045046,0.45045045045045046,0.0,0.0,0.0,0.22522522522522523,0.0,0.0,0.0,0.22522522522522523,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,1.5765765765765765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01121,01,121,1079,531,548,0,428,11,424,4,56,41,86,154,15,40,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39.666357738646894,0.9345794392523363,99.06542056074767,13.20754716981132,9.669811320754718,20.28301886792453,36.32075471698113,3.5377358490566038,9.433962264150944,2.358490566037736,1.4150943396226416,0.2358490566037736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5943396226415096,0.9433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01122,01,122,1168,578,590,0,485,23,484,1,67,79,83,180,11,36,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,41.523972602739725,0.2061855670103093,99.79381443298969,13.842975206611571,16.32231404958678,17.148760330578515,37.1900826446281,2.272727272727273,7.43801652892562,2.066115702479339,1.0330578512396695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066115702479339,0.0,0.0,0.0,0.0,0.2066115702479339,0.0,0.6198347107438017,1.6528925619834711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01123,01,123,976,529,447,0,427,13,426,1,57,47,74,174,9,44,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,0.234192037470726,99.76580796252928,13.380281690140844,11.032863849765258,17.370892018779344,40.845070422535215,2.112676056338028,10.328638497652582,0.9389671361502347,0.7042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2347417840375587,0.0,0.0,0.0,0.0,0.0,0.0,1.643192488262911,1.4084507042253522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01124,01,124,1248,973,275,0,293,6,291,2,53,28,61,84,32,6,7,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,23.477564102564102,0.6825938566552902,99.31740614334471,18.213058419243985,9.621993127147768,20.962199312714777,28.865979381443296,10.996563573883162,2.0618556701030926,2.405498281786942,2.7491408934707904,0.6872852233676976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,1.718213058419244,0.3436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,0.0
