id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,party_cdu,party_spd,party_die_linke,party_grüne,party_afd,party_piraten,party_fdp,party_die_partei,party_freie_wähler,party_ödp,party_büso,party_mlpd,party_sgp,party_b,party_bge,party_dib,party_dkp,party_dm,party_die_grauen,party_du,party_menschliche_welt,party_gesundheitsforschung,party_tierschutzpartei,party_v_partei3,party_die_frauen,individual_applicant_für_dich_im_bundestag,individual_applicant_grog,individual_applicant_grundeinkommen_für_alle.org_1,individual_applicant_grundeinkommen_für_alle.org_2,individual_applicant_ideengeber_mensch_natur_technik,individual_applicant_liberal_nachhaltig_sozial_weltoffen,individual_applicant_den_menschen_verpflichtet_keiner_partei,party_mieterpartei,party_npd,individual_applicant,individual_applicant_parteifrei_für_die_menschen,individual_applicant_parteifrei_und_bürgerbestimmt,voter_turnout,invalid_votes_percentage,valid_votes_percentage
01100,01,100,1307,1041,266,0,577,5,15,562,109,152,106,76,58,0,30,16,4,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.146901300688604,2.5996533795493932,97.4003466204506
01101,01,101,1531,983,548,0,768,14,6,762,160,169,130,146,52,0,75,18,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,50.163291966035274,0.78125,99.21875
01102,01,102,1319,816,503,0,612,5,2,610,148,121,88,115,47,0,63,20,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39878695981805,0.32679738562091504,99.67320261437908
01103,01,103,1598,994,604,0,786,0,1,785,183,140,132,157,44,0,89,30,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49.18648310387985,0.1272264631043257,99.87277353689568
01104,01,104,1274,776,498,0,616,17,5,611,129,122,93,154,36,0,54,16,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.35164835164835,0.8116883116883116,99.18831168831169
01105,01,105,1078,693,385,0,523,6,6,517,88,126,123,91,33,0,35,15,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.51576994434137,1.147227533460803,98.8527724665392
01106,01,106,1436,832,604,0,672,15,2,670,154,140,93,139,46,0,82,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.796657381615596,0.2976190476190476,99.70238095238095
01107,01,107,1127,764,363,0,615,0,9,606,102,113,118,153,40,0,56,13,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,54.56965394853594,1.4634146341463417,98.53658536585365
01108,01,108,1017,629,388,0,486,8,4,482,133,106,88,59,34,0,50,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.78761061946903,0.823045267489712,99.1769547325103
01109,01,109,1136,902,234,0,540,4,10,530,154,142,78,32,66,0,29,15,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.53521126760563,1.8518518518518516,98.14814814814815
