id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd,party_cdu,party_grüne,party_die_linke,party_piraten,party_npd,party_fdp,party_tierschutzpartei,party_pro_deutschland,party_die_partei,party_big,party_dkp,party_ödp,party_psg,party_büso,party_b,party_dl,party_alfa,party_tierschutzallianz,party_afd,party_die_einheit,party_die_violetten,party_graue_panther,party_menschliche_welt,party_mieterpartei,party_gesundheitsforschung,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_piraten_percentage,party_npd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_pro_deutschland_percentage,party_die_partei_percentage,party_big_percentage,party_dkp_percentage,party_ödp_percentage,party_psg_percentage,party_büso_percentage,party_b_percentage,party_dl_percentage,party_alfa_percentage,party_tierschutzallianz_percentage,party_afd_percentage,party_die_einheit_percentage,party_die_violetten_percentage,party_graue_panther_percentage,party_menschliche_welt_percentage,party_mieterpartei_percentage,party_gesundheitsforschung_percentage
0,2485379,1959913,525451,15,1662476,492212,25694,1635169,66.89024088479061,1.5455260707522995,98.35744997221012,352430,287997,248324,255701,28332,9459,109500,30620,7288,31924,0,3473,295,2046,1286,636,0,6658,0,231492,0,856,18159,839,0,7854,21.553123866707356,17.612674897824018,15.186442502273465,15.637588530604482,1.7326649416665798,0.5784723169287089,6.6965555242302175,1.8725893164559748,0.44570316585013536,1.952336425164616,0.0,0.21239394827079036,0.01804094867258369,0.125124681302055,0.07864630506082246,0.03889506222292619,0.0,0.4071750381764821,0.0,14.15706878004659,0.0,0.052349329029598775,1.1105274133743974,0.051309681139992264,0.0,0.4803173249982112
