electoral_district_id,electoral_district_name,district_name,eligible_voters,eligible_voters_a1,eligible_voters_a2,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_piraten,party_piraten_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_die_partei,party_die_partei_percentage,party_npd,party_npd_percentage,party_familie,party_familie_percentage,party_volksabstimmung,party_volksabstimmung_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_dkp,party_dkp_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_bp,party_bp_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_tierschutzallianz,party_tierschutzallianz_percentage,party_bündnis_c,party_bündnis_c_percentage,party_big,party_big_percentage,party_die_direkte,party_die_direkte_percentage,party_diem25,party_diem25_percentage,party_III_weg,party_III_weg_percentage,party_die_grauen,party_die_grauen_percentage,party_die_rechte,party_die_rechte_percentage,party_die_violetten,party_die_violetten_percentage,party_liebe,party_liebe_percentage,party_die_frauen,party_die_frauen_percentage,party_graue_panther,party_graue_panther_percentage,party_lkr,party_lkr_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_nl,party_nl_percentage,party_ökolinx,party_ökolinx_percentage,party_partei_für_die_tiere,party_partei_für_die_tiere_percentage,party_gesundheitsforschung,party_gesundheitsforschung_percentage,party_volt,party_volt_percentage
10 AH_WK 6,Abgeordnetenhauswahlkreis 6,Marzahn-Hellersdorf,32265,28185,4080,14854,46,213,14641,1698.0,11,1706.0,11,1837.0,12,3191.0,21,2813.0,19,147.0,1,477.0,3,338.0,2,603.0,4,97.0,0,266.0,1,50.0,0,72.0,0,149.0,1,69.0,0,10.0,0,7.0,0,5.0,0,67.0,0,47.0,0,26.0,0,13.0,0,28.0,0,26.0,0,69.0,0,30.0,0,146.0,1,8.0,0,13.0,0,40.0,0,50.0,0,138.0,0,30.0,0,36.0,0,10.0,0,22.0,0,48.0,0,62.0
11 AH_WK 1,Abgeordnetenhauswahlkreis 1,Lichtenberg,28784,25454,3330,12822,44,207,12615,1439.0,11,1465.0,11,1331.0,10,2902.0,23,2730.0,21,111.0,0,385.0,3,318.0,2,430.0,3,83.0,0,214.0,1,41.0,0,79.0,0,128.0,1,44.0,0,20.0,0,10.0,0,3.0,0,63.0,0,48.0,0,17.0,0,11.0,0,27.0,0,18.0,0,49.0,0,24.0,0,99.0,0,20.0,0,15.0,0,21.0,0,36.0,0,108.0,0,12.0,0,23.0,0,5.0,0,10.0,0,42.0,0,55.0
11 AH_WK 2,Abgeordnetenhauswahlkreis 2,Lichtenberg,32265,27389,4876,17002,52,212,16790,2031.0,12,2178.0,13,2184.0,13,3960.0,23,2973.0,17,135.0,0,599.0,3,442.0,2,634.0,3,73.0,0,224.0,1,45.0,0,108.0,0,146.0,0,60.0,0,19.0,0,3.0,0,13.0,0,83.0,0,44.0,0,11.0,0,2.0,0,25.0,0,22.0,0,118.0,0,13.0,0,116.0,0,8.0,0,7.0,0,26.0,0,39.0,0,116.0,0,19.0,0,17.0,0,6.0,0,18.0,0,43.0,0,52.0
11 AH_WK 3,Abgeordnetenhauswahlkreis 3,Lichtenberg,35248,29858,5390,17651,50,171,17480,2396.0,13,1885.0,10,2466.0,14,4195.0,24,2715.0,15,175.0,1,542.0,3,491.0,2,906.0,5,84.0,0,188.0,1,33.0,0,106.0,0,104.0,0,72.0,0,16.0,0,8.0,0,4.0,0,59.0,0,49.0,0,12.0,0,7.0,0,31.0,0,22.0,0,129.0,0,11.0,0,136.0,0,13.0,0,22.0,0,20.0,0,32.0,0,141.0,0,16.0,0,18.0,0,7.0,0,25.0,0,54.0,0,58.0
11 AH_WK 4,Abgeordnetenhauswahlkreis 4,Lichtenberg,34876,28519,6357,19882,57,207,19675,2383.0,12,1766.0,9,4034.0,20,4664.0,23,2240.0,11,188.0,1,570.0,2,467.0,2,1484.0,7,67.0,0,177.0,0,36.0,0,125.0,0,108.0,0,73.0,0,16.0,0,5.0,0,13.0,0,74.0,0,34.0,0,12.0,0,13.0,0,35.0,0,21.0,0,217.0,1,10.0,0,109.0,0,13.0,0,25.0,0,17.0,0,36.0,0,107.0,0,25.0,0,33.0,0,17.0,0,44.0,0,67.0,0,45.0
11 AH_WK 5,Abgeordnetenhauswahlkreis 5,Lichtenberg,35070,28965,6105,20222,57,208,20014,2160.0,10,1654.0,8,4733.0,23,4204.0,21,2316.0,11,214.0,1,553.0,2,545.0,2,1596.0,8,88.0,0,178.0,0,41.0,0,131.0,0,117.0,0,61.0,0,25.0,0,8.0,0,9.0,0,67.0,0,77.0,0,11.0,0,5.0,0,49.0,0,25.0,0,234.0,1,26.0,0,108.0,0,21.0,0,32.0,0,33.0,0,42.0,0,94.0,0,14.0,0,28.0,0,14.0,0,73.0,0,60.0,0,44.0
11 AH_WK 6,Abgeordnetenhauswahlkreis 6,Lichtenberg,37543,30311,7232,23899,63,207,23692,3066.0,12,2598.0,11,5455.0,23,4996.0,21,2654.0,11,212.0,0,915.0,3,448.0,1,1335.0,5,66.0,0,172.0,0,38.0,0,165.0,0,143.0,0,79.0,0,22.0,0,6.0,0,14.0,0,69.0,0,50.0,0,17.0,0,10.0,0,37.0,0,29.0,0,223.0,0,13.0,0,113.0,0,11.0,0,15.0,0,36.0,0,51.0,0,104.0,0,35.0,0,33.0,0,18.0,0,52.0,0,56.0,0,46.0
12 AH_WK 1,Abgeordnetenhauswahlkreis 1,Reinickendorf,29735,25593,4142,13897,46,200,13697,2153.0,15,2343.0,17,2820.0,20,1216.0,8,1856.0,13,152.0,1,561.0,4,433.0,3,684.0,5,33.0,0,108.0,0,30.0,0,88.0,0,77.0,0,19.0,0,11.0,0,7.0,0,12.0,0,78.0,0,53.0,0,15.0,0,114.0,0,13.0,0,2.0,0,110.0,0,7.0,0,185.0,1,8.0,0,17.0,0,18.0,0,33.0,0,89.0,0,14.0,0,29.0,0,4.0,0,32.0,0,41.0,0,53.0
12 AH_WK 2,Abgeordnetenhauswahlkreis 2,Reinickendorf,29739,25131,4608,14815,49,215,14600,2385.0,16,3199.0,21,2610.0,17,892.0,6,2292.0,15,118.0,0,760.0,5,431.0,3,493.0,3,27.0,0,102.0,0,39.0,0,80.0,0,100.0,0,9.0,0,10.0,0,0.0,0,19.0,0,72.0,0,43.0,0,10.0,0,81.0,0,27.0,0,16.0,0,80.0,0,6.0,0,207.0,1,9.0,0,11.0,0,15.0,0,27.0,0,137.0,0,22.0,0,21.0,0,9.0,0,15.0,0,29.0,0,57.0
12 AH_WK 3,Abgeordnetenhauswahlkreis 3,Reinickendorf,31120,24259,6861,21047,67,194,20853,3263.0,15,5519.0,26,5014.0,24,806.0,3,2244.0,10,145.0,0,1484.0,7,431.0,2,536.0,2,26.0,0,112.0,0,33.0,0,140.0,0,127.0,0,5.0,0,5.0,0,0.0,0,16.0,0,90.0,0,46.0,0,27.0,0,29.0,0,26.0,0,12.0,0,90.0,0,2.0,0,147.0,0,9.0,0,20.0,0,16.0,0,23.0,0,97.0,0,27.0,0,19.0,0,6.0,0,24.0,0,27.0,0,46.0
12 AH_WK 4,Abgeordnetenhauswahlkreis 4,Reinickendorf,34523,28230,6293,20795,60,258,20537,3233.0,15,4754.0,23,4747.0,23,957.0,4,2540.0,12,141.0,0,1232.0,6,499.0,2,668.0,3,45.0,0,157.0,0,37.0,0,147.0,0,119.0,0,10.0,0,3.0,0,8.0,0,28.0,0,99.0,0,57.0,0,36.0,0,49.0,0,39.0,0,18.0,0,81.0,0,8.0,0,191.0,0,16.0,0,19.0,0,22.0,0,27.0,0,149.0,0,34.0,0,20.0,0,6.0,0,20.0,0,37.0,0,71.0
12 AH_WK 5,Abgeordnetenhauswahlkreis 5,Reinickendorf,27190,23630,3560,12567,46,235,12332,2245.0,18,2954.0,24,1941.0,15,683.0,5,1976.0,16,103.0,0,696.0,5,316.0,2,278.0,2,36.0,0,120.0,1,23.0,0,82.0,0,49.0,0,17.0,0,8.0,0,0.0,0,19.0,0,67.0,0,32.0,0,18.0,0,73.0,0,15.0,0,11.0,0,43.0,0,7.0,0,158.0,1,11.0,0,15.0,0,9.0,0,11.0,0,93.0,0,14.0,0,16.0,0,4.0,0,8.0,0,18.0,0,52.0
12 AH_WK 6,Abgeordnetenhauswahlkreis 6,Reinickendorf,28525,20994,7531,21669,76,137,21532,3135.0,14,6396.0,29,5903.0,27,648.0,3,1727.0,8,93.0,0,1660.0,7,329.0,1,482.0,2,14.0,0,79.0,0,17.0,0,133.0,0,104.0,0,10.0,0,4.0,0,3.0,0,16.0,0,55.0,0,26.0,0,32.0,0,3.0,0,22.0,0,12.0,0,104.0,0,0.0,0,73.0,0,2.0,0,9.0,0,11.0,0,25.0,0,56.0,0,34.0,0,17.0,0,7.0,0,20.0,0,32.0,0,24.0
