id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,party_spd_percentage,party_grüne_percentage,party_cdu_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_die_partei_percentage,party_team_todenhöfer_percentage,party_freie_wähler_percentage,party_volt_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_bündnis_deutschland_percentage,party_bsw_percentage,party_mera25_percentage,party_pdf_percentage
0,2442042,1598279,843752,11,1961177,795222,1949533,11644,80.30889722617384,0.5937250946752893,99.40627490532471,295182,328035,356099,387222,296990,74076,29384,12881,4532,6402,18231,925,676,425,2960,129651,2439,3423,15.141164576337,16.826337384388978,18.265861619167257,19.86229522660042,15.233904735134004,3.799679205225046,1.5072327577937896,0.6607223370930371,0.23246592901992424,0.3283863366252328,0.9351470326483317,0.04744726044647615,0.03467497087764095,0.021800092637570125,0.1518312334287237,6.650361907184951,0.12510688457184363,0.1755805108197707
