id,district_id,electoral_district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
01100,01,100,1621,519,11,508,299,209,0.32017273288093767,0.02119460500963391,0.9788053949903661,0.5761078998073218,0.4026974951830443
01101,01,101,953,366,6,360,182,178,0.38405036726128017,0.01639344262295082,0.9836065573770492,0.4972677595628415,0.48633879781420764
01102,01,102,1283,406,8,398,217,181,0.31644583008573657,0.019704433497536946,0.9802955665024631,0.5344827586206896,0.4458128078817734
01103,01,103,1011,329,9,320,159,161,0.3254203758654797,0.02735562310030395,0.9726443768996961,0.48328267477203646,0.48936170212765956
01104,01,104,1277,522,10,512,263,249,0.40877055599060297,0.019157088122605363,0.9808429118773946,0.5038314176245211,0.47701149425287354
01105,01,105,1010,425,6,419,273,146,0.4207920792079208,0.01411764705882353,0.9858823529411764,0.6423529411764706,0.34352941176470586
01106,01,106,1428,536,10,526,248,278,0.3753501400560224,0.018656716417910446,0.9813432835820896,0.4626865671641791,0.5186567164179104
01107,01,107,1100,423,9,414,265,149,0.3845454545454545,0.02127659574468085,0.9787234042553191,0.6264775413711584,0.35224586288416077
01108,01,108,1047,363,4,359,186,173,0.3467048710601719,0.011019283746556474,0.9889807162534435,0.512396694214876,0.4765840220385675
01109,01,109,1094,359,15,344,227,117,0.3281535648994516,0.04178272980501393,0.958217270194986,0.6323119777158774,0.32590529247910865
01110,01,110,1253,568,11,557,308,249,0.4533120510774142,0.01936619718309859,0.9806338028169014,0.5422535211267606,0.43838028169014087
01111,01,111,1003,422,12,410,238,172,0.42073778664007977,0.02843601895734597,0.9715639810426541,0.5639810426540285,0.4075829383886256
01112,01,112,1153,481,8,473,300,173,0.417172593235039,0.016632016632016633,0.9833679833679834,0.6237006237006237,0.3596673596673597
01113,01,113,1415,612,15,597,396,201,0.43250883392226147,0.024509803921568627,0.9754901960784313,0.6470588235294118,0.3284313725490196
01114,01,114,1431,630,21,609,412,197,0.44025157232704404,0.03333333333333333,0.9666666666666667,0.653968253968254,0.3126984126984127
01115,01,115,839,380,12,368,251,117,0.45292014302741357,0.031578947368421054,0.968421052631579,0.6605263157894737,0.3078947368421053
01116,01,116,688,288,4,284,164,120,0.4186046511627907,0.013888888888888888,0.9861111111111112,0.5694444444444444,0.4166666666666667
01117,01,117,1331,598,24,574,363,211,0.4492862509391435,0.04013377926421405,0.959866220735786,0.6070234113712375,0.3528428093645485
01118,01,118,1298,597,8,589,364,225,0.45993836671802774,0.01340033500837521,0.9865996649916248,0.609715242881072,0.3768844221105528
01119,01,119,916,411,8,403,229,174,0.44868995633187775,0.019464720194647202,0.9805352798053528,0.5571776155717761,0.4233576642335766
01120,01,120,1023,448,6,442,296,146,0.43792766373411535,0.013392857142857142,0.9866071428571429,0.6607142857142857,0.32589285714285715
01121,01,121,1042,426,14,412,245,167,0.4088291746641075,0.03286384976525822,0.9671361502347418,0.5751173708920188,0.392018779342723
01122,01,122,1134,479,7,472,278,194,0.42239858906525574,0.014613778705636743,0.9853862212943633,0.5803757828810021,0.40501043841336115
01123,01,123,947,424,8,416,236,180,0.4477296726504752,0.018867924528301886,0.9811320754716981,0.5566037735849056,0.42452830188679247
01124,01,124,1271,465,13,452,303,149,0.36585365853658536,0.02795698924731183,0.9720430107526882,0.6516129032258065,0.3204301075268817
01125,01,125,1507,553,15,538,296,242,0.3669542136695421,0.027124773960216998,0.972875226039783,0.5352622061482821,0.4376130198915009
01200,01,200,865,345,7,338,218,120,0.3988439306358382,0.020289855072463767,0.9797101449275363,0.6318840579710145,0.34782608695652173
01201,01,201,1183,465,13,452,244,208,0.39306846999154693,0.02795698924731183,0.9720430107526882,0.524731182795699,0.44731182795698926
01202,01,202,1159,431,11,420,242,178,0.3718723037100949,0.025522041763341066,0.974477958236659,0.5614849187935035,0.41299303944315546
01203,01,203,1535,506,8,498,298,200,0.32964169381107494,0.015810276679841896,0.9841897233201581,0.5889328063241107,0.3952569169960474
01204,01,204,1528,522,11,511,233,278,0.3416230366492147,0.0210727969348659,0.9789272030651341,0.446360153256705,0.5325670498084292
01205,01,205,1214,453,12,441,311,130,0.3731466227347611,0.026490066225165563,0.9735099337748344,0.6865342163355408,0.2869757174392936
01206,01,206,1310,486,13,473,305,168,0.3709923664122137,0.026748971193415638,0.9732510288065843,0.6275720164609053,0.345679012345679
01207,01,207,1066,429,10,419,314,105,0.4024390243902439,0.023310023310023312,0.9766899766899767,0.7319347319347319,0.24475524475524477
01208,01,208,903,356,16,340,209,131,0.39424141749723146,0.0449438202247191,0.9550561797752809,0.5870786516853933,0.36797752808988765
01209,01,209,1128,484,11,473,324,149,0.42907801418439717,0.022727272727272728,0.9772727272727273,0.6694214876033058,0.30785123966942146
01210,01,210,1137,465,12,453,282,171,0.40897097625329815,0.025806451612903226,0.9741935483870968,0.6064516129032258,0.36774193548387096
01211,01,211,877,382,11,371,276,95,0.43557582668187,0.028795811518324606,0.9712041884816754,0.7225130890052356,0.2486910994764398
01212,01,212,866,371,13,358,217,141,0.4284064665127021,0.03504043126684636,0.9649595687331537,0.5849056603773585,0.38005390835579517
01213,01,213,602,231,14,217,143,74,0.38372093023255816,0.06060606060606061,0.9393939393939394,0.6190476190476191,0.3203463203463203
01214,01,214,827,282,13,269,166,103,0.34099153567110035,0.04609929078014184,0.9539007092198581,0.5886524822695035,0.36524822695035464
01215,01,215,982,421,21,400,262,138,0.4287169042769857,0.0498812351543943,0.9501187648456056,0.6223277909738717,0.32779097387173395
01216,01,216,945,363,11,352,241,111,0.38412698412698415,0.030303030303030304,0.9696969696969697,0.6639118457300276,0.30578512396694213
01217,01,217,1007,349,11,338,248,90,0.34657398212512414,0.03151862464183381,0.9684813753581661,0.7106017191977078,0.25787965616045844
01218,01,218,974,412,20,392,256,136,0.42299794661190965,0.04854368932038835,0.9514563106796117,0.6213592233009708,0.3300970873786408
01219,01,219,764,303,20,283,203,80,0.39659685863874344,0.066006600660066,0.933993399339934,0.66996699669967,0.264026402640264
01220,01,220,1026,370,5,365,245,120,0.36062378167641324,0.013513513513513514,0.9864864864864865,0.6621621621621622,0.32432432432432434
01221,01,221,1435,542,12,530,246,284,0.37770034843205574,0.02214022140221402,0.977859778597786,0.45387453874538747,0.5239852398523985
01222,01,222,843,344,6,338,251,87,0.4080664294187426,0.01744186046511628,0.9825581395348837,0.7296511627906976,0.25290697674418605
01223,01,223,1518,606,11,595,297,298,0.39920948616600793,0.018151815181518153,0.9818481848184818,0.4900990099009901,0.49174917491749176
01224,01,224,1290,480,6,474,256,218,0.37209302325581395,0.0125,0.9875,0.5333333333333333,0.45416666666666666
01225,01,225,1344,449,25,424,211,213,0.33407738095238093,0.0556792873051225,0.9443207126948775,0.46993318485523383,0.47438752783964366
01226,01,226,719,250,7,243,165,78,0.3477051460361613,0.028,0.972,0.66,0.312
01227,01,227,1461,541,12,529,305,224,0.3702943189596167,0.022181146025878003,0.977818853974122,0.5637707948243993,0.41404805914972276
01228,01,228,1183,435,17,418,234,184,0.36770921386306,0.03908045977011494,0.960919540229885,0.5379310344827586,0.42298850574712643
01229,01,229,1065,395,12,383,232,151,0.37089201877934275,0.030379746835443037,0.9696202531645569,0.5873417721518988,0.3822784810126582
