id,district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
01,01,204255,147016,3387,143629,95681,47948,0.7197669579692052,0.023038308755509603,0.9769616912444904,0.650820318876857,0.32614137236763346
02,02,168102,129129,2353,126776,95507,31269,0.7681586179819395,0.01822208798952985,0.9817779120104702,0.7396247163689024,0.24215319564156773
03,03,282096,216351,3905,212446,134389,78057,0.7669410413476263,0.01804937347181201,0.981950626528188,0.6211619081954787,0.36078871833270937
04,04,215247,163882,4058,159824,84016,75808,0.761367173526228,0.024761718797671497,0.9752382812023285,0.5126615491634224,0.46257673203890604
05,05,158696,108855,3849,105006,57345,47661,0.6859341130211222,0.035358963759129114,0.9646410362408708,0.526801708695053,0.43783932754581784
06,06,215825,170813,4115,166698,77166,89532,0.7914421406231901,0.02409067225562457,0.9759093277443754,0.4517571847576004,0.524152142986775
07,07,229605,171920,4399,167521,93776,73745,0.7487641819646784,0.025587482550023268,0.9744125174499767,0.5454630060493253,0.42894951140065146
08,08,195615,135711,3906,131805,84740,47065,0.693765815504946,0.02878174945288149,0.9712182505471185,0.6244151174186322,0.34680313312848626
09,09,205948,154225,4023,150202,91480,58722,0.7488540796705965,0.026085265034851677,0.9739147349651484,0.5931593451126601,0.38075538985248825
10,10,197241,133956,4489,129467,75956,53511,0.6791488585030496,0.0335110036131267,0.9664889963868734,0.5670220072262534,0.3994669891606199
11,11,199563,141910,3589,138321,88045,50276,0.7111037617193567,0.025290677189768164,0.9747093228102318,0.6204284405609188,0.3542808822493129
12,12,175407,124540,4587,119953,57849,62104,0.7100058720575576,0.03683154006744821,0.9631684599325518,0.4645013650232857,0.4986670949092661
