age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,32.5,30.7,34.3,13.8,10.2,16.9,18.7,20.5,17.4
25 bis unter 35,36.2,30.2,41.5,15.3,13.0,17.3,20.9,17.2,24.2
35 bis unter 45,32.3,29.3,35.3,15.7,13.9,17.5,16.6,15.4,17.8
45 bis unter 60,21.8,19.8,23.9,11.0,10.6,11.3,10.8,9.2,12.6
60 bis unter 70,8.2,8.1,8.3,5.0,4.3,5.6,3.2,3.8,2.7
70 und älter,4.4,3.9,4.7,2.9,2.3,3.3,1.5,1.6,1.4
Insgesamt,21.7,19.9,23.4,10.4,9.4,11.3,11.3,10.5,12.1
