age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,30.3,26.4,34.0,18.0,14.6,21.3,12.3,11.8,12.7
25 bis unter 35,33.2,28.4,37.7,18.3,15.6,20.7,14.9,12.8,17.0
35 bis unter 45,28.5,26.5,30.5,17.6,14.5,20.6,10.9,12.0,9.9
45 bis unter 60,21.1,18.6,23.6,13.7,12.1,15.3,7.4,6.5,8.3
60 bis unter 70,12.5,11.6,13.3,8.0,6.8,9.1,4.5,4.8,4.2
70 und älter,6.6,6.4,6.7,3.2,2.7,3.5,3.4,3.7,3.2
Insgesamt,20.9,19.0,22.5,12.4,10.8,13.8,8.5,8.2,8.7
