age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,5.8,15.6,13.4,35.3,3.5,8.8,17.7
25 bis unter 35,100,6.6,13.5,13.9,40,3.4,8,14.5
35 bis unter 45,100,12.2,9.8,18.1,33.8,7,7.4,11.8
45 bis unter 60,100,14.6,9.3,23.5,24.9,8.8,8.9,10
60 bis unter 70,100,19.9,13.1,31.2,13.8,7.8,7.2,6.9
70 und älter,100,28,11.7,36.4,7.4,5,6.4,5.1
Insgesamt,100,16,11.5,24.3,24,6.4,7.7,10
