age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,5.9,6,5.8,15,13.7,16.1,-9.1,-7.7,-10.3
25 bis unter 35,7,7.3,6.6,16.8,14.9,18.6,-9.8,-7.6,-12
35 bis unter 45,11.8,11.5,12.2,20.3,18,22.6,-8.5,-6.5,-10.4
45 bis unter 60,15.5,16.4,14.6,21.3,19.1,23.4,-5.8,-2.7,-8.8
60 bis unter 70,19.6,19.3,19.9,23.3,20.2,26.1,-3.7,-0.9,-6.2
70 und älter,27.9,27.7,28,33.2,29.3,36.2,-5.3,-1.6,-8.2
Insgesamt,15.9,15.7,16,22.7,19.9,25.3,-6.8,-4.2,-9.3
