age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,4,4.0,4.1,14.6,12.9,16.1,-10.6,-8.9,-12.0
25 bis unter 35,6.3,6.9,5.7,17.1,14.7,19.3,-10.8,-7.8,-13.6
35 bis unter 45,9.8,9.5,10.0,18.5,16.5,20.5,-8.7,-7.0,-10.5
45 bis unter 60,11.5,12.3,10.6,19.5,16.8,22.2,-8.0,-4.5,-11.6
60 bis unter 70,15,15.1,15.0,20.6,18.0,22.8,-5.6,-2.9,-7.8
70 und älter,17.4,17.0,17.7,22.3,19.5,24.3,-4.9,-2.5,-6.6
Insgesamt,11.5,11.5,11.4,19.3,16.8,21.6,-7.8,-5.3,-10.2
