age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,8.6,9.6,7.6,17.8,17.3,18.3,-9.2,-7.7,-10.7
25 bis unter 35,8.9,9.1,8.7,17.9,17.3,18.5,-9.0,-8.2,-9.8
35 bis unter 45,14.4,14.3,14.5,20.4,19.5,21.3,-6.0,-5.2,-6.8
45 bis unter 60,18.7,19.9,17.4,22.8,21.4,24.2,-4.1,-1.5,-6.8
60 bis unter 70,23,22.6,23.2,25.8,23.6,27.6,-2.8,-1.0,-4.4
70 und älter,31.9,32.6,31.4,37.4,34.2,39.7,-5.5,-1.6,-8.3
Insgesamt,18.9,19.1,18.7,24.7,22.8,26.4,-5.8,-3.7,-7.7
