age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,13.4,12.1,14.6,17.6,16.9,18.2,-4.2,-4.8,-3.6
25 bis unter 35,13.1,12.0,14.2,19.4,19.1,19.7,-6.3,-7.1,-5.5
35 bis unter 45,8.1,9.1,7.1,13.3,13.9,12.7,-5.2,-4.8,-5.6
45 bis unter 60,5.7,5.4,5.9,10.7,10.9,10.5,-5.0,-5.5,-4.6
60 bis unter 70,5.2,5.3,5.0,10.7,11.4,10.0,-5.5,-6.1,-5.0
70 und älter,2.8,3.3,2.4,4.1,4.9,3.5,-1.3,-1.6,-1.1
Insgesamt,7.2,7.2,7.1,11.4,12.0,11.0,-4.2,-4.8,-3.9
