age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,16.4,15.1,17.7,14.4,14,14.9,2,1.1,2.8
25 bis unter 35,15,15.4,14.5,12.4,12.2,12.5,2.6,3.2,2
35 bis unter 45,11.5,11.2,11.8,9.3,8.8,9.7,2.2,2.4,2.1
45 bis unter 60,8.7,7.4,10,6.5,5.2,7.8,2.2,2.2,2.2
60 bis unter 70,5.5,4.1,6.9,3.9,3.1,4.5,1.6,1,2.4
70 und älter,4.2,2.9,5.1,1.9,1.3,2.4,2.3,1.6,2.7
Insgesamt,9.4,8.7,10,7.1,6.5,7.6,2.3,2.2,2.4
