age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,14.5,19.3,10.2,10.5,13.3,7.7,4.0,6.0,2.5
25 bis unter 35,11.0,13.6,8.4,8.2,9.6,6.9,2.8,4.0,1.5
35 bis unter 45,10.1,12.4,7.8,8.9,10.0,7.8,1.2,2.4,0.0
45 bis unter 60,11.9,13.7,10.4,10.4,10.9,9.9,1.5,2.8,0.5
60 bis unter 70,8.7,9.4,8.1,11.1,11.2,10.9,-2.4,-1.8,-2.8
70 und älter,7.9,8.1,7.7,14.3,14.7,13.9,-6.4,-6.6,-6.2
Insgesamt,10.4,12.2,8.8,10.8,11.5,10.1,-0.4,0.7,-1.3
