age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,32.1,28.7,35.3,17.4,14.5,20.2,14.7,14.2,15.1
25 bis unter 35,35.3,30.3,40,17.3,14.9,19.5,18,15.4,20.5
35 bis unter 45,31.3,28.9,33.8,17.4,15.1,19.7,13.9,13.8,14.1
45 bis unter 60,22.5,20,24.9,14.1,12.9,15.2,8.4,7.1,9.7
60 bis unter 70,12.8,11.8,13.8,9,8.2,9.7,3.8,3.6,4.1
70 und älter,7.5,7.6,7.4,4,3.9,4.2,3.5,3.7,3.2
Insgesamt,22.4,20.5,24,12.6,11.4,13.6,9.8,9.1,10.4
