age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,8.6,17.4,17,30.3,3.6,11.8,11.3
25 bis unter 35,100,8.9,16,16.4,33.2,4.4,9.1,12.1
35 bis unter 45,100,14.4,13,18.8,28.5,8,7.4,10
45 bis unter 60,100,18.7,12,21.3,21.1,11.2,7.4,8.3
60 bis unter 70,100,23,15.6,27,12.5,11.1,5.7,5.2
70 und älter,100,31.9,14.9,32.8,6.6,6.3,4.2,3.3
Insgesamt,100,18.9,14.3,22.9,20.9,8.1,7.1,8
