age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,8.5,3.2,13.3,5.8,11.1,3,13.4,15.9
25 bis unter 35,16,6.3,24.9,11.3,23.1,10,17.8,29.3
35 bis unter 45,17,12,21,13.2,23,15.7,17.2,22.1
45 bis unter 60,24.6,26.1,19.2,23.9,23.5,31.7,27.6,20
60 bis unter 70,14.4,17.2,12.4,18.7,10,21.8,11.1,6.6
70 und älter,19.4,35.2,9.3,27.2,9.2,17.7,12.9,6.1
Insgesamt,100,100,100,100,100,100,100,100
