age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,31.2,26.3,35.5,19.0,16.1,21.9,12.2,10.2,13.6
25 bis unter 35,32.7,28.2,36.9,19.7,17.0,22.3,13.0,11.2,14.6
35 bis unter 45,28.2,27.1,29.4,19.1,16.0,22.1,9.1,11.1,7.3
45 bis unter 60,22.4,19.3,25.2,16.4,14.3,18.5,6.0,5.0,6.7
60 bis unter 70,16.7,15.2,18.0,10.9,9.3,12.3,5.8,5.9,5.7
70 und älter,8.5,8.5,8.6,3.8,3.4,4.1,4.7,5.1,4.5
Insgesamt,21.9,20.0,23.6,13.9,12.3,15.4,8.0,7.7,8.2
