age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,24.5,24,25,29.9,29.4,30.2,-5.4,-5.4,-5.2
25 bis unter 35,19.7,21.4,18.3,26.6,27.6,25.8,-6.9,-6.2,-7.5
35 bis unter 45,17.7,18.4,17,26.7,26.6,26.8,-9,-8.2,-9.8
45 bis unter 60,19.2,18.6,19.8,29.9,28.1,31.7,-10.7,-9.5,-11.9
60 bis unter 70,28.8,25.9,31.5,40.9,39.6,42.1,-12.1,-13.7,-10.6
70 und älter,33.2,34.7,32.1,42,42.1,41.8,-8.8,-7.4,-9.7
Insgesamt,23.1,22.8,23.4,32.4,31.6,33.2,-9.3,-8.8,-9.8
