age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,10.6,10.8,10.4,8.2,8.7,7.6,2.4,2.1,2.8
25 bis unter 35,11.2,11.2,11.2,7.6,8.8,6.5,3.6,2.4,4.7
35 bis unter 45,9.6,8.3,11.1,6.6,7.8,5.4,3,0.5,5.7
45 bis unter 60,7.7,6.6,8.7,3.8,3.7,3.8,3.9,2.9,4.9
60 bis unter 70,5.1,3.8,6.3,2.1,2.4,1.7,3,1.4,4.6
70 und älter,3.3,2.2,4.2,0.8,0.9,0.7,2.5,1.3,3.5
Insgesamt,7.5,6.7,8.2,4.2,4.7,3.6,3.3,2,4.6
