age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,10,13.8,6.2,7.0,8.9,5.3,3.0,4.9,0.9
25 bis unter 35,9.3,11.4,7.5,7.0,8.4,5.9,2.3,3.0,1.6
35 bis unter 45,8.7,10.3,7.0,7.4,8.2,6.6,1.3,2.1,0.4
45 bis unter 60,7.9,8.8,6.9,6.6,7.4,5.9,1.3,1.4,1.0
60 bis unter 70,6,5.9,6.1,5.9,5.9,5.9,0.1,0.0,0.2
70 und älter,3.9,3.3,4.4,4.4,4.3,4.5,-0.5,-1.0,-0.1
Insgesamt,7.4,8.6,6.4,6.4,7.1,5.7,1.0,1.5,0.7
