age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,5.6,25,10.6,31.2,4.3,8.5,14.8
25 bis unter 35,100,7.5,18.3,12.3,38.6,4.6,6.1,12.7
35 bis unter 45,100,12.1,17,14.6,31.6,7.8,6,10.8
45 bis unter 60,100,12.8,19.8,19.3,21.5,10.6,5.6,10.3
60 bis unter 70,100,19.4,31.5,22.5,7.3,9.1,4,6.2
70 und älter,100,21.8,32.1,28.4,3.9,6.6,2.9,4.3
Insgesamt,100,14.2,23.4,19.1,21.2,7.8,5.2,9.3
