age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,5.8,6.6,5.1,8.7,12.4,5.5,-2.9,-5.8,-0.4
25 bis unter 35,5.1,5.9,4.4,11.2,14.1,8.6,-6.1,-8.2,-4.2
35 bis unter 45,10.2,11.9,8.6,14.3,17.4,11.1,-4.1,-5.5,-2.5
45 bis unter 60,15.2,19.2,11.0,19.9,25.4,14.4,-4.7,-6.2,-3.4
60 bis unter 70,14.9,20.9,9.5,17.6,22.3,13.4,-2.7,-1.4,-3.9
70 und älter,8.4,11.5,6.1,10.7,14.2,8.0,-2.3,-2.7,-1.9
Insgesamt,10.9,14.0,8.0,14.8,19.0,11.0,-3.9,-5.0,-3.0
