age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,11.3,10.7,11.9,8.7,9.6,7.8,2.6,1.1,4.1
25 bis unter 35,12.1,12.3,11.9,8.7,9.4,8.1,3.4,2.9,3.8
35 bis unter 45,10,9.1,11,6.9,8.2,5.7,3.1,0.9,5.3
45 bis unter 60,8.3,7.2,9.4,4.2,4,4.4,4.1,3.2,5
60 bis unter 70,5.2,4.1,6.3,2.3,2.5,2.2,2.9,1.6,4.1
70 und älter,3.3,2.1,4.2,0.9,0.9,0.9,2.4,1.2,3.3
Insgesamt,8,7.2,8.7,4.7,5.1,4.3,3.3,2.1,4.4
