age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,7.0,7.3,6.7,15.2,14.2,16.2,-8.2,-6.9,-9.5
25 bis unter 35,7.5,7.5,7.4,16.6,15.1,18.0,-9.1,-7.6,-10.6
35 bis unter 45,13.9,13.4,14.5,21.9,19.4,24.4,-8.0,-6.0,-9.9
45 bis unter 60,18.9,20.2,17.7,22.5,20.8,24.3,-3.6,-0.6,-6.6
60 bis unter 70,23.3,22.7,23.8,25.2,21.7,28.3,-1.9,1.0,-4.5
70 und älter,34.8,34.6,35.0,39.9,35.2,43.4,-5.1,-0.6,-8.4
Insgesamt,19.4,19.1,19.6,25.2,22.1,27.9,-5.8,-3.0,-8.3
