age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,19.8,21.5,18.3,24.1,25.8,22.4,-4.3,-4.3,-4.1
25 bis unter 35,19.5,21.3,17.9,23.1,23.0,23.2,-3.6,-1.7,-5.3
35 bis unter 45,23.2,22.0,24.4,23.8,23.9,23.7,-0.6,-1.9,0.7
45 bis unter 60,24.6,24.1,25.0,24.1,24.1,24.1,0.5,0.0,0.9
60 bis unter 70,31.3,30.9,31.8,28.2,28.1,28.4,3.1,2.8,3.4
70 und älter,36.3,34.4,37.7,28.2,28.5,28.1,8.1,5.9,9.6
Insgesamt,26.6,26.1,27.1,25.4,25.4,25.4,1.2,0.7,1.7
