age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,8.5,3.7,15.8,6.3,12,3.4,13.5,12
25 bis unter 35,15.5,6.6,28.3,11.3,23.1,9.2,19.4,23.2
35 bis unter 45,15.5,11.5,17.6,13.5,20.1,15.8,15.1,20
45 bis unter 60,24.9,25.2,19.7,23,25.6,33.9,25.9,25.7
60 bis unter 70,14.4,16.6,10.4,16.9,11,20.4,12.2,9.8
70 und älter,21.2,36.4,8.2,28.9,8.3,17.3,13.8,9.4
Insgesamt,100,100,100,100,100,100,100,100
