age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,14,14.6,13.4,16.6,18.1,15.1,-2.6,-3.5,-1.7
25 bis unter 35,14.7,15.5,13.9,15.3,15.5,15.1,-0.6,0,-1.2
35 bis unter 45,17.5,17,18.1,15.5,15.7,15.3,2,1.3,2.8
45 bis unter 60,22.3,21.1,23.5,16.1,16,16.2,6.2,5.1,7.3
60 bis unter 70,30.3,29.3,31.2,19.5,19.6,19.4,10.8,9.7,11.8
70 und älter,35.6,34.4,36.4,23.6,24.1,23.2,12,10.3,13.2
Insgesamt,23.4,22.5,24.3,17.9,18,17.8,5.5,4.5,6.5
