age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,5.9,14.9,14,32.1,3.8,12.9,16.4
25 bis unter 35,100,7,13.5,14.7,35.3,4.4,10.3,15
35 bis unter 45,100,11.8,10.1,17.5,31.3,8.3,9.4,11.5
45 bis unter 60,100,15.5,9.3,22.3,22.5,11.7,10,8.7
60 bis unter 70,100,19.6,12.5,30.3,12.8,11.7,7.5,5.5
70 und älter,100,27.9,11.9,35.6,7.5,6.7,6.3,4.2
Insgesamt,100,15.9,11.4,23.4,22.4,8.4,9.1,9.4
