age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,12.9,17.3,8.8,9.3,11.8,6.8,3.6,5.5,2.0
25 bis unter 35,10.3,12.7,8.0,7.7,9.1,6.4,2.6,3.6,1.6
35 bis unter 45,9.4,11.3,7.4,8.2,9.2,7.3,1.2,2.1,0.1
45 bis unter 60,10,11.3,8.9,8.8,9.4,8.2,1.2,1.9,0.7
60 bis unter 70,7.5,7.9,7.2,9.0,9.1,8.9,-1.5,-1.2,-1.7
70 und älter,6.3,6.2,6.4,10.6,10.8,10.4,-4.3,-4.6,-4.0
Insgesamt,9.1,10.6,7.7,8.9,9.7,8.3,0.2,0.9,-0.6
