age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,7.4,3.7,8.6,6.2,10.3,3.1,13.1,11
25 bis unter 35,15.4,7.4,17.4,12.2,23,8,21.6,26.1
35 bis unter 45,18.6,14,18,15.4,25.9,17.5,19.6,23.5
45 bis unter 60,26.7,27.9,22.3,24.3,26.1,36.6,26.7,26.4
60 bis unter 70,14.3,17,14.5,17,8.7,20.5,10.9,8.1
70 und älter,17.6,30.1,19.3,25,5.9,14.3,8.1,5
Insgesamt,100,100,100,100,100,100,100,100
