age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,10.1,11.6,8.5,6.4,6.6,6.2,3.7,5.0,2.3
25 bis unter 35,7.8,9.7,6.1,4.2,4.5,4.0,3.6,5.2,2.1
35 bis unter 45,7,8.0,6.0,4.5,5.1,3.9,2.5,2.9,2.1
45 bis unter 60,6.3,7.0,5.6,4.1,4.1,4.0,2.2,2.9,1.6
60 bis unter 70,4.2,4.5,4.0,3.3,3.1,3.4,0.9,1.4,0.6
70 und älter,2.7,2.5,2.9,2.9,2.8,2.9,-0.2,-0.3,0.0
Insgesamt,6,6.8,5.2,3.9,4.1,3.8,2.1,2.7,1.4
