age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,8,3.3,17.2,5.7,12.7,4.3,12.2,10.7
25 bis unter 35,15,6.5,29.8,9.9,23.5,7.8,16.3,20.6
35 bis unter 45,14,10.8,14.1,12.7,17.6,14.0,13.0,19.3
45 bis unter 60,25,23.9,21.0,23.3,27.0,36.0,27.3,26.8
60 bis unter 70,14,16.8,10.1,16.7,10.9,20.3,12.5,10.9
70 und älter,22,38.7,7.8,31.7,8.3,17.6,18.8,11.7
Insgesamt,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0
