age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,31.9,27.6,35.8,19.4,16.7,22.0,12.5,10.9,13.8
25 bis unter 35,34.6,30.4,38.7,19.0,16.5,21.4,15.6,13.9,17.3
35 bis unter 45,30.2,28.5,32.1,18.9,16.1,21.6,11.3,12.4,10.5
45 bis unter 60,23.1,20.1,25.7,16.3,14.5,18.1,6.8,5.6,7.6
60 bis unter 70,16.4,14.6,18.1,11.6,10.7,12.4,4.8,3.9,5.7
70 und älter,9.5,10.0,9.2,4.7,4.8,4.7,4.8,5.2,4.5
Insgesamt,22.9,21.1,24.5,14.1,12.8,15.3,8.8,8.3,9.2
