age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,7,12.3,14.9,31.9,2.7,14.5,16.7
25 bis unter 35,100,7.5,12.2,15.8,34.6,3.8,11,15.1
35 bis unter 45,100,13.9,8,20,30.2,6.3,10.1,11.4
45 bis unter 60,100,18.9,5.6,24,23.1,8.6,11.9,7.9
60 bis unter 70,100,23.3,5.6,31.6,16.4,9.1,8.7,5.2
70 und älter,100,34.8,3.2,35.3,9.5,5.6,7.9,3.7
Insgesamt,100,19.4,7.1,24.9,22.9,6.4,10.4,9
