age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,16.7,15.3,17.9,12.7,12.6,12.7,4.0,2.7,5.2
25 bis unter 35,15.1,15.0,15.1,11.6,12.1,11.2,3.5,2.9,3.9
35 bis unter 45,11.4,10.6,12.1,9.0,8.5,9.4,2.4,2.1,2.7
45 bis unter 60,7.9,6.6,9.0,6.3,5.2,7.4,1.6,1.4,1.6
60 bis unter 70,5.2,3.7,6.5,3.3,2.8,3.8,1.9,0.9,2.7
70 und älter,3.7,2.6,4.5,1.6,1.1,2.1,2.1,1.5,2.4
Insgesamt,9.0,8.2,9.7,6.5,6.1,6.8,2.5,2.1,2.9
