age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,16,14.8,17.2,17.7,16.7,18.6,-1.7,-1.9,-1.4
25 bis unter 35,14.8,16.0,13.8,13.2,12.3,14.0,1.6,3.7,-0.2
35 bis unter 45,11.7,11.8,11.5,9.6,9.2,9.9,2.1,2.6,1.6
45 bis unter 60,9.7,8.3,11.2,6.8,5.2,8.4,2.9,3.1,2.8
60 bis unter 70,6,4.4,7.4,4.6,3.5,5.6,1.4,0.9,1.8
70 und älter,4.9,3.4,6.0,2.4,1.6,3.0,2.5,1.8,3.0
Insgesamt,9.9,9.3,10.4,7.9,7.0,8.8,2.0,2.3,1.6
