age,total,party_cdu,party_die_linke,party_spu,party_grüne,party_afd,party_fdp,others
18 bis unter 25,5.9,2.1,6.8,3.4,8.9,3.2,8,9.6
25 bis unter 35,15.1,8.3,13.5,9.2,25.2,7.1,19,22.7
35 bis unter 45,19.9,17,14.4,13.9,29.7,18.7,23.2,23.6
45 bis unter 60,27.2,27.4,21.6,25.7,27.3,38.1,28.9,26.8
60 bis unter 70,14.2,18.7,17.8,18.8,5.4,19.5,11.5,8.6
70 und älter,17.6,26.6,26,29.1,3.5,13.5,9.3,8.7
Insgesamt,100,100,100,100,100,100,100,100
