age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,11.9,13.1,10.6,16.0,16.4,15.7,-4.1,-3.3,-5.1
25 bis unter 35,12.3,12.3,12.3,14.8,14.7,14.9,-2.5,-2.4,-2.6
35 bis unter 45,14.5,14.3,14.6,14.5,13.8,15.1,0.0,0.5,-0.5
45 bis unter 60,17.5,15.9,19.3,13.2,13.3,13.2,4.3,2.6,6.1
60 bis unter 70,21.5,20.3,22.5,13.0,12.6,13.4,8.5,7.7,9.1
70 und älter,27.6,26.4,28.4,19.2,19.0,19.3,8.4,7.4,9.1
Insgesamt,18.1,17.1,19.1,14.9,14.6,15.2,3.2,2.5,3.9
