age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,12.6,10.5,14.8,9.6,11.3,8.1,3.0,-0.8,6.7
25 bis unter 35,13.2,13.7,12.7,10.1,10.2,10.0,3.1,3.5,2.7
35 bis unter 45,10.4,10.0,10.8,7.3,8.6,6.1,3.1,1.4,4.7
45 bis unter 60,9,7.7,10.3,4.7,4.4,5.1,4.3,3.3,5.2
60 bis unter 70,5.4,4.5,6.2,2.7,2.6,2.8,2.7,1.9,3.4
70 und älter,3.3,1.8,4.3,1.1,1.0,1.2,2.2,0.8,3.1
Insgesamt,8.6,7.9,9.3,5.5,5.7,5.2,3.1,2.2,4.1
