age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,2.5,2.6,2.4,5.1,6.2,4.1,-2.6,-3.6,-1.7
25 bis unter 35,3.7,5.0,2.4,6.3,7.9,4.8,-2.6,-2.9,-2.4
35 bis unter 45,6.3,7.9,4.5,8.1,10.5,5.8,-1.8,-2.6,-1.3
45 bis unter 60,8.4,10.5,6.5,13.0,16.4,9.6,-4.6,-5.9,-3.1
60 bis unter 70,8.7,11.2,6.5,11.5,15.0,8.4,-2.8,-3.8,-1.9
70 und älter,5.0,7.0,3.5,8.3,11.3,6.0,-3.3,-4.3,-2.5
Insgesamt,6.2,7.9,4.6,9.6,12.3,7.0,-3.4,-4.4,-2.4
