age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,6.4,7.1,5.6,14.6,15.1,14.1,-8.2,-8,-8.5
25 bis unter 35,7.9,8.3,7.5,16.9,15.8,17.9,-9,-7.5,-10.4
35 bis unter 45,12,11.9,12.1,17.3,16.4,18.2,-5.3,-4.5,-6.1
45 bis unter 60,13.8,14.8,12.8,19.2,17.2,21.2,-5.4,-2.4,-8.4
60 bis unter 70,18.8,18.2,19.4,20.7,19.6,21.6,-1.9,-1.4,-2.2
70 und älter,21.4,20.8,21.8,23.1,20.7,24.9,-1.7,0.1,-3.1
Insgesamt,14.2,14.2,14.2,19.1,17.6,20.5,-4.9,-3.4,-6.3
