age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,3.6,4.3,3,5.9,7.3,4.6,-2.3,-3,-1.6
25 bis unter 35,4.4,5.4,3.4,8.4,10.4,6.6,-4,-5,-3.2
35 bis unter 45,8,9.7,6.2,10.8,13.5,8.2,-2.8,-3.8,-2
45 bis unter 60,11.2,14.2,8.3,15.5,19.5,11.4,-4.3,-5.3,-3.1
60 bis unter 70,11.1,14.8,7.6,13.2,16.8,10,-2.1,-2,-2.4
70 und älter,6.3,8.4,4.8,8.8,11.8,6.5,-2.5,-3.4,-1.7
Insgesamt,8.1,10.3,6,11.4,14.6,8.5,-3.3,-4.3,-2.5
