age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,12.3,11.7,12.9,15.5,15.4,15.5,-3.2,-3.7,-2.6
25 bis unter 35,13.2,13.3,13,14.3,14.5,14.2,-1.1,-1.2,-1.2
35 bis unter 45,15.1,15.2,15,14.2,14.1,14.2,0.9,1.1,0.8
45 bis unter 60,20.5,18.7,22.4,12.9,12.4,13.5,7.6,6.3,8.9
60 bis unter 70,28.6,26.8,30.3,13.5,13.9,13.3,15.1,12.9,17
70 und älter,35.9,35.2,36.4,21.2,22.4,20.2,14.7,12.8,16.2
Insgesamt,21.7,20.4,22.9,15.1,15.1,15.1,6.6,5.3,7.8
