age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,14.9,16.4,13.7,17.2,19.6,14.9,-2.3,-3.2,-1.2
25 bis unter 35,15.8,17.1,14.6,16.1,16.3,15.9,-0.3,0.8,-1.3
35 bis unter 45,20.0,18.7,21.4,16.7,17.1,16.3,3.3,1.6,5.1
45 bis unter 60,24.0,23.4,24.5,18.4,18.6,18.2,5.6,4.8,6.3
60 bis unter 70,31.6,31.3,32.0,23.5,23.4,23.5,8.1,7.9,8.5
70 und älter,35.3,33.9,36.4,25.1,25.2,25.0,10.2,8.7,11.4
Insgesamt,24.9,24.2,25.5,19.9,20.0,19.8,5.0,4.2,5.7
