age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,12.8,15.8,10.2,6.4,7.8,5.0,6.4,8.0,5.2
25 bis unter 35,10.1,12.6,7.7,5.0,5.7,4.4,5.1,6.9,3.3
35 bis unter 45,7.8,9.0,6.5,5.7,5.3,6.1,2.1,3.7,0.4
45 bis unter 60,8.3,9.1,7.6,6.7,6.3,7.1,1.6,2.8,0.5
60 bis unter 70,6.8,7.5,6.2,7.5,7.5,7.5,-0.7,0.0,-1.3
70 und älter,5.2,4.5,5.8,8.8,8.6,8.9,-3.6,-4.1,-3.1
Insgesamt,8.0,9.1,7.1,6.9,6.8,6.9,1.1,2.3,0.2
