age,2021_total,2021_male,2021_female,2017_total,2017_male,2017_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,19.4,18.5,20.3,22.7,23.5,22.0,-3.3,-5.0,-1.7
25 bis unter 35,15.1,16.2,14.1,21.8,23.1,20.7,-6.7,-6.9,-6.6
35 bis unter 45,12.2,11.9,12.5,20.4,20.5,20.2,-8.2,-8.6,-7.7
45 bis unter 60,13.4,12.9,14.0,23.3,22.2,24.4,-9.9,-9.3,-10.4
60 bis unter 70,21.2,18.7,23.4,32.7,32.1,33.3,-11.5,-13.4,-9.9
70 und älter,25.1,25.6,24.8,36.2,35.6,36.6,-11.1,-10.0,-11.8
Insgesamt,17,16.3,17.6,26.1,25.6,26.5,-9.1,-9.3,-8.9
