id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_cdu,party_spd,party_die_linke,party_grüne,party_afd,party_piraten,party_fdp,party_die_partei,party_freie_wähler,party_ödp,party_büso,party_mlpd,party_sgp,party_b,party_bge,party_dib,party_dkp,party_dm,party_die_grauen,party_du,party_menschliche_welt,party_gesundheitsforschung,party_tierschutzpartei,party_v_partei3,party_die_frauen,individual_applicant_für_dich_im_bundestag,individual_applicant_grog,individual_applicant_grundeinkommen_für_alle.org_1,individual_applicant_grundeinkommen_für_alle.org_2,individual_applicant_ideengeber_mensch_natur_technik,individual_applicant_liberal_nachhaltig_sozial_weltoffen,individual_applicant_den_menschen_verpflichtet_keiner_partei,party_mieterpartei,party_npd,individual_applicant,individual_applicant_parteifrei_für_die_menschen,individual_applicant_parteifrei_und_bürgerbestimmt,party_cdu_percentage,party_spd_percentage,party_die_linke_percentage,party_grüne_percentage,party_afd_percentage,party_piraten_percentage,party_fdp_percentage,party_die_partei_percentage,party_freie_wähler_percentage,party_ödp_percentage,party_büso_percentage,party_mlpd_percentage,party_sgp_percentage,party_b_percentage,party_bge_percentage,party_dib_percentage,party_dkp_percentage,party_dm_percentage,party_die_grauen_percentage,party_du_percentage,party_menschliche_welt_percentage,party_gesundheitsforschung_percentage,party_tierschutzpartei_percentage,party_v_partei3_percentage,party_die_frauen_percentage,individual_applicant_für_dich_im_bundestag_percentage,individual_applicant_grog_percentage,individual_applicant_grundeinkommen_für_alle.org_1_percentage,individual_applicant_grundeinkommen_für_alle.org_2_percentage,individual_applicant_ideengeber_mensch_natur_technik_percentage,individual_applicant_liberal_nachhaltig_sozial_weltoffen_percentage,individual_applicant_den_menschen_verpflichtet_keiner_partei_percentage,party_mieterpartei_percentage,party_npd_percentage,individual_applicant_percentage,individual_applicant_parteifrei_für_die_menschen_percentage,individual_applicant_parteifrei_und_bürgerbestimmt_percentage
01100,01,100,1307,1041,266,0,577,5,15,562,44.146901300688604,2.5996533795493932,97.4003466204506,109,152,106,76,58,0,30,16,4,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.395017793594306,27.046263345195733,18.86120996441281,13.523131672597867,10.320284697508896,0.0,5.338078291814947,2.8469750889679712,0.7117437722419928,0.8896797153024912,0.1779359430604982,0.1779359430604982,0.7117437722419928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01101,01,101,1531,983,548,0,768,14,6,762,50.163291966035274,0.78125,99.21875,160,169,130,146,52,0,75,18,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20.99737532808399,22.178477690288716,17.060367454068242,19.160104986876643,6.824146981627297,0.0,9.84251968503937,2.3622047244094486,0.39370078740157477,0.5249343832020997,0.0,0.0,0.13123359580052493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5249343832020997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01102,01,102,1319,816,503,0,612,5,2,610,46.39878695981805,0.32679738562091504,99.67320261437908,148,121,88,115,47,0,63,20,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.262295081967213,19.836065573770494,14.426229508196723,18.852459016393443,7.704918032786885,0.0,10.327868852459018,3.278688524590164,0.819672131147541,0.16393442622950818,0.16393442622950818,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01103,01,103,1598,994,604,0,786,0,1,785,49.18648310387985,0.1272264631043257,99.87277353689568,183,140,132,157,44,0,89,30,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23.312101910828027,17.8343949044586,16.81528662420382,20.0,5.605095541401274,0.0,11.337579617834395,3.821656050955414,0.0,0.6369426751592357,0.0,0.12738853503184713,0.12738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01104,01,104,1274,776,498,0,616,17,5,611,48.35164835164835,0.8116883116883116,99.18831168831169,129,122,93,154,36,0,54,16,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.112929623567922,19.967266775777414,15.220949263502456,25.20458265139116,5.8919803600654665,0.0,8.8379705400982,2.618657937806874,0.8183306055646482,0.16366612111292964,0.0,0.16366612111292964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01105,01,105,1078,693,385,0,523,6,6,517,48.51576994434137,1.147227533460803,98.8527724665392,88,126,123,91,33,0,35,15,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.02127659574468,24.37137330754352,23.791102514506772,17.60154738878143,6.382978723404255,0.0,6.769825918762089,2.9013539651837523,0.0,0.7736943907156674,0.0,0.19342359767891684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19342359767891684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01106,01,106,1436,832,604,0,672,15,2,670,46.796657381615596,0.2976190476190476,99.70238095238095,154,140,93,139,46,0,82,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.98507462686567,20.8955223880597,13.880597014925373,20.746268656716417,6.865671641791045,0.0,12.238805970149254,1.4925373134328357,0.0,0.7462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492537313432836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01107,01,107,1127,764,363,0,615,0,9,606,54.56965394853594,1.4634146341463417,98.53658536585365,102,113,118,153,40,0,56,13,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16.831683168316832,18.646864686468646,19.471947194719473,25.247524752475247,6.6006600660066,0.0,9.24092409240924,2.145214521452145,0.16501650165016502,0.16501650165016502,0.0,0.6600660066006601,0.33003300330033003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49504950495049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01108,01,108,1017,629,388,0,486,8,4,482,47.78761061946903,0.823045267489712,99.1769547325103,133,106,88,59,34,0,50,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.593360995850624,21.991701244813278,18.25726141078838,12.240663900414937,7.053941908713693,0.0,10.37344398340249,1.8672199170124482,0.2074688796680498,0.2074688796680498,0.2074688796680498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01109,01,109,1136,902,234,0,540,4,10,530,47.53521126760563,1.8518518518518516,98.14814814814815,154,142,78,32,66,0,29,15,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.056603773584904,26.79245283018868,14.716981132075471,6.037735849056604,12.452830188679245,0.0,5.471698113207547,2.8301886792452833,0.5660377358490566,0.5660377358490566,0.18867924528301888,0.5660377358490566,0.5660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
